DOCTOR, OPNAME, DROPCNT, OPCOUNT, STRTDAT, ENDDATE
4th toe Lig repair",3530,1,"20230208","20230208"
"002516","	Rt 4th toe amputation",3530,1,"20180313","20180313"
"002516","	Rt 4th toe bone mass excision",3530,1,"20230327","20230327"
"002516","	Rt 5th MC OR pinning",3530,1,"20220328","20220328"
"002516","	Rt 5th MT ORIF c cannulated screw",3530,1,"20211125","20211125"
"002516","	Rt 5th MT mass",3530,1,"20190605","20190605"
"002516","	Rt 5th TOE OR pinning
Rt 5th MT head CR pinning
Rt 5th Mpt joint lig repair",3530,1,"20230224","20230224"
"002516","	Rt 5th Toe  OR pinning",3530,1,"20220414","20220414"
"002516","	Rt 5th finger  OR pinning",3530,1,"20230410","20230410"
"002516","	Rt 5th finger Arteriorrhaphy and neurorrhaphy",3530,1,"20220227","20220227"
"002516","	Rt 5th finger OR pinning",3530,1,"20220328","20220328"
"002516","	Rt 5th finger OR pinning
Rt 5th finger lig repair and tendon repair",3530,1,"20230316","20230316"
"002516","	Rt 5th finger OR pinning
Rt 5th finger lateral lig repair",3530,1,"20221109","20221109"
"002516","	Rt 5th finger OR pinning(rt hand)
Rt 5th finger Lig repair",3530,1,"20230327","20230327"
"002516","	Rt 5th finger ORIF c  k
Rt 5th finger lig repair",3530,1,"20230411","20230411"
"002516","	Rt 5th finger ORIF c k
Rt 5th finger lig  tendon repair",3530,1,"20230705","20230705"
"002516","	Rt 5th finger ORIF c k and arteriorrhaphy
Rt 4th finger wd repair",3530,1,"20220620","20220620"
"002516","	Rt 5th finger PP ORIF c plate screw",3530,1,"20201014","20201014"
"002516","	Rt 5th finger Tenorrhaphy and pinning",3530,1,"20230601","20230601"
"002516","	Rt 5th finger arteriorrhaphy and neurorrhaphy
tenorrhaphy",3530,1,"20230714","20230714"
"002516","	Rt 5th finger mass excision",3530,1,"20181215","20181215"
"002516","	Rt 5th finger neurorrhaphy
arteriorrhaphy",3530,1,"20201113","20201113"
"002516","	Rt 5th finger neurorrhaphy",3530,1,"20210422","20210422"
"002516","	Rt 5th finger or pinning
Rt 5th finger tendon and lig repair",3530,1,"20230224","20230224"
"002516","	Rt  shoulder  mass excision",3530,1,"20191114","20191114"
"002516","	Rt  shoulder  metal remove",3530,1,"20230531","20230531"
"002516","	Rt  shoulder AS",3530,1,"20200829","20200829"
"002516","	Rt  shoulder AS",3530,1,"20210521","20210521"
"002516","	Rt  shoulder OR cannulted screw",3530,1,"20210210","20210210"
"002516","	Rt  shoulder RC repair",3530,1,"20200723","20200723"
"002516","	Rt  shoulder clavicle  ORIF c  hook plate",3530,1,"20221114","20221114"
"002516","	Rt  shoulder metal remove",3530,1,"20190610","20190610"
"002516","	Rt  shoulder rc repair",3530,1,"20210205","20210205"
"002516","	Rt  shoulder synovectomy
subscapularis muscle reconstruction",3530,1,"20221017","20221017"
"002516","	Rt  thumb  neurorrhaphy
arteriorrhaphy
tenorrhaphy",3530,1,"20201026","20201026"
"002516","	Rt  thumb i and d",3530,1,"20210517","20210517"
"002516","	Rt  thumb metal remove",3530,1,"20210223","20210223"
"002516","	Rt  thumb pinning and lig repair",3530,1,"20200324","20200324"
"002516","	Rt  thumb trigger  release",3530,1,"20191109","20191109"
"002516","	Rt  tibia  im nail  Metal remove",3530,1,"20230410","20230410"
"002516","	Rt  tibia wd debridement and repair",3530,1,"20210104","20210104"
"002516","	Rt  wrist  1ST ext  compartment release
ganglion excision",3530,1,"20201211","20201211"
"002516","	Rt  wrist  OR IF c k-wire (Radius and ulnar)",3530,1,"20200708","20200708"
"002516","	Rt  wrist  ORIF c plate  screw",3530,1,"20220401","20220401"
"002516","	Rt  wrist OR IF c plate screw",3530,1,"20210409","20210409"
"002516","	Rt  wrist OR pinning",3530,1,"20220530","20220530"
"002516","	Rt  wrist ORIF c plate screw",3530,1,"20221024","20221024"
"002516","	Rt  wrist metal remove",3530,1,"20210402","20210402"
"002516","	Rt  wrist metal remove",3530,1,"20210427","20210427"
"002516","	Rt  wrist ulnar metal remove",3530,1,"20210201","20210201"
"002516","	Rt 1ST MTP joint synovectomy",3530,1,"20230506","20230506"
"002516","	Rt 1ST finger nail excision and i and d
Rt 2nd finger i and d  , debridement",3530,1,"20230315","20230315"
"002516","	Rt 1st finger OR PINNING",3530,1,"20210402","20210402"
"002516","	Rt 1st mtp joint open synovectomy",3530,1,"20220107","20220107"
"002516","	Rt 2ND TOE cr pinning and wd debridement and repair",3530,1,"20211013","20211013"
"002516","	Rt 2and finger 모조근치술",3530,1,"20220223","20220223"
"002516","	Rt 2nd MT head and neck ORIF c k wire",3530,1,"20211106","20211106"
"002516","	Rt 2nd finger  CR pinning and lig repair
Rt 3rd MCP saggital band repair
Hematoma evacuation",3530,1,"20200509","20200509"
"002516","	Rt 2nd finger  I AND D
FB REMOVE",3530,1,"20210120","20210120"
"002516","	Rt 2nd finger  OR pinning
Rt 2nd finger tenorrhaphy",3530,1,"20230619","20230619"
"002516","	Rt 2nd finger  PP ORIF c k",3530,1,"20220707","20220707"
"002516","	Rt 2nd finger  neurorrhaphy",3530,1,"20200610","20200610"
"002516","	Rt 2nd finger DP amputation",3530,1,"20220820","20220820"
"002516","	Rt 2nd finger DP and MP ORIF c k
Rt 2nd finger arteriorrhaphy x2  nuerorrahaphy x2
Rt 2nd finger tenorrhaphy",3530,1,"20220820","20220820"
"002516","	Rt 2nd finger MP CR pinning",3530,1,"20200727","20200727"
"002516","	Rt 2nd finger OR and pinning",3530,1,"20200826","20200826"
"002516","	Rt 2nd finger OR pinnig
Neurorrhaphy",3530,1,"20230413","20230413"
"002516","	Rt 2nd finger OR pinning
Rt 2nd finger lig repair",3530,1,"20221222","20221222"
"002516","	Rt 2nd finger OR pinning",3530,1,"20220408","20220408"
"002516","	Rt 2nd finger OR pinning  , Rt  3rd finger lig repair",3530,1,"20220211","20220211"
"002516","	Rt 2nd finger ORIF c k
arteriorrhaphy and neurorrhaphy",3530,1,"20220601","20220601"
"002516","	Rt 2nd finger and hand palmar side abscess",3530,1,"20220812","20220812"
"002516","	Rt 2nd finger arteriorrhapy and neurorrhaphy",3530,1,"20220217","20220217"
"002516","	Rt 2nd finger i AND D",3530,1,"20220408","20220408"
"002516","	Rt 2nd finger inguinal flap 시행",3530,1,"20220820","20220820"
"002516","	Rt 2nd finger mass excision",3530,1,"20200926","20200926"
"002516","	Rt 2nd finger peronychia  i and d
wd debridment",3530,1,"20230224","20230224"
"002516","	Rt 2nd finger pip CR pinning",3530,1,"20200729","20200729"
"002516","	Rt 2nd tod OR pinning",3530,1,"20210215","20210215"
"002516","	Rt 2nd toe ORpinning",3530,1,"20230209","20230209"
"002516","	Rt 2nd toe amputation",3530,1,"20230323","20230323"
"002516","	Rt 2nd toe cr pinning",3530,1,"20200813","20200813"
"002516","	Rt 2nd toe wd exploration",3530,1,"20190703","20190703"
"002516","	Rt 3,4 th finger mass excision",3530,1,"20200820","20200820"
"002516","	Rt 3,4,5 finger wd exploration",3530,1,"20180523","20180523"
"002516","	Rt 3.4 trigger finger release",3530,1,"20221201","20221201"
"002516","	Rt 3rd finger  OR pinning
wd  repair",3530,1,"20201223","20201223"
"002516","	Rt  4th finger or pinning",3530,1,"20230516","20230516"
"002516","	Rt  5th FINGER metal remove",3530,1,"20230322","20230322"
"002516","	Rt  5th MC metal remove",3530,1,"20190709","20190709"
"002516","	Rt  5th finger  Lig repair and pinning",3530,1,"20210120","20210120"
"002516","	Rt  5th finger  i and d",3530,1,"20220318","20220318"
"002516","	Rt  5th finger Arteriorrhaphy and nuerorrhaphy
Lt thumb and 4th finger wd repair",3530,1,"20221116","20221116"
"002516","	Rt  5th finger PP ORIF c k
Rt  5th finger lig repair",3530,1,"20230412","20230412"
"002516","	Rt  5th finger tenorrhaphy and arteriorrhaphy and neurorrhaphy and pinning",3530,1,"20201223","20201223"
"002516","	Rt  AK amputation",3530,1,"20210217","20210217"
"002516","	Rt  ELBOW metal remove",3530,1,"20200829","20200829"
"002516","	Rt  Femur ORIF c DHS  plate",3530,1,"20201111","20201111"
"002516","	Rt  Femur periprosthetic fracture ORIF c plate and cable",3530,1,"20220427","20220427"
"002516","	Rt  HAND OR /IF C K-WIRE",3530,1,"20200804","20200804"
"002516","	Rt  KNEE AS and lower leg hematoma evacuation",3530,1,"20210208","20210208"
"002516","	Rt  L2345 ROOT BLOCK",3530,1,"20210812","20210812"
"002516","	Rt  Shoulder clavicle OR IF",3530,1,"20221031","20221031"
"002516","	Rt  WRIST tenorrhaphy",3530,1,"20201125","20201125"
"002516","	Rt  ankle  metal remove",3530,1,"20220805","20220805"
"002516","	Rt  ankle MBO",3530,1,"20210224","20210224"
"002516","	Rt  ankle MBO
Rt ankle Talus  osteochondral lesion Microfracture(pinning)",3530,1,"20210109","20210109"
"002516","	Rt  ankle TIBIA ORIF c cannaulted screw
Rt ankle fibular OR pinning",3530,1,"20210724","20210724"
"002516","	Rt  ankle metal remove",3530,1,"20210227","20210227"
"002516","	Rt  ankle metal remove",3530,1,"20210127","20210127"
"002516","	Rt  big toe wd debridement and repair",3530,1,"20220207","20220207"
"002516","	Rt  big toe wd explration",3530,1,"20200713","20200713"
"002516","	Rt  calcaneuous  Rt forearm metal remove",3530,1,"20220517","20220517"
"002516","	Rt  calf myorrhaphy",3530,1,"20200813","20200813"
"002516","	Rt  eblow OR and pinning",3530,1,"20200915","20200915"
"002516","	Rt  elbow  metal remove",3530,1,"20200819","20200819"
"002516","	Rt  elbow  metal remove",3530,1,"20200918","20200918"
"002516","	Rt  elbow Metal remove",3530,1,"20210916","20210916"
"002516","	Rt  elbow OR/IF c k-wire",3530,1,"20190816","20190816"
"002516","	Rt  elbow cr cast",3530,1,"20230702","20230702"
"002516","	Rt  elbow radial neck OR pinning
Rt elbow  Muscle and lig repair",3530,1,"20230428","20230428"
"002516","	Rt  elbow wd debridement and repair",3530,1,"20200620","20200620"
"002516","	Rt  femur im nail remove
Rt femur neck OR IF c 6.5 cannulated screw",3530,1,"20220716","20220716"
"002516","	Rt  femur metal remove",3530,1,"20230731","20230731"
"002516","	Rt  foot  OR and pinning",3530,1,"20191021","20191021"
"002516","	Rt  foot 1st MTP synovectomy",3530,1,"20220812","20220812"
"002516","	Rt  foot OR screw
Lisfranc joint fixaion",3530,1,"20210922","20210922"
"002516","	Rt  foot mass excision",3530,1,"20191101","20191101"
"002516","	Rt  foot metal remove",3530,1,"20210727","20210727"
"002516","	Rt  great toe OR pinning
Rt big toe tendon repair",3530,1,"20221118","20221118"
"002516","	Rt  great toe winograd procedure",3530,1,"20200908","20200908"
"002516","	Rt  hand  3rd finger and 4th MC metal remove",3530,1,"20220330","20220330"
"002516","	Rt  hand  FB remove and  repair",3530,1,"20210717","20210717"
"002516","	Rt  hand  Tenorrhaphy",3530,1,"20210203","20210203"
"002516","	Rt  hip joint arthrography",3530,1,"20201113","20201113"
"002516","	Rt  knee  AS  synovectomy
Plica excision
Meniscus partial tear",3530,1,"20230319","20230319"
"002516","	Rt  knee  AS syynovectomy
AS partial menisectomy",3530,1,"20210924","20210924"
"002516","	Rt  knee AS  LM meniscus repair",3530,1,"20210929","20210929"
"002516","	Rt  knee Discoid LM partial menisectomy
and meniscus repair",3530,1,"20210122","20210122"
"002516","	Rt  knee as  meniscectomy
Rt  knee as plica excision",3530,1,"20201124","20201124"
"002516","	Rt  lower leg abscess removal and wd debridement and curavac apply",3530,1,"20220918","20220918"
"002516","	Rt  metal  remove",3530,1,"20200922","20200922"
"002516","	Rt  shoulder  AS   +  Rt shoulder bone tumor curratage and alloBG",3530,1,"20201217","20201217"
"002516","	Rt  shoulder  and elbow arthrography",3530,1,"20230518","20230518"
"002516","	Rt  shoulder  arthrography",3530,1,"20221116","20221116"
"002516","	Rt  shoulder  arthroscopy",3530,1,"20200808","20200808"
"002516","	RT hand  ORIF c K-WIRE",3530,1,"20200530","20200530"
"002516","	RT hand FB remove",3530,1,"20210318","20210318"
"002516","	RT hand OR pinning
Rt 5th mcp lig repair",3530,1,"20230625","20230625"
"002516","	RT hand ORIF k-wire",3530,1,"20201012","20201012"
"002516","	RT hand metal remove",3530,1,"20220816","20220816"
"002516","	RT hand wd exp",3530,1,"20210521","20210521"
"002516","	RT humerus OR IF IM NAIL",3530,1,"20230227","20230227"
"002516","	RT humerus OR pinning
muscle repair",3530,1,"20230322","20230322"
"002516","	RT knee a/s Synovectomy and plica excision",3530,1,"20220928","20220928"
"002516","	RT knee a/s microfracture synovectomy
Lt knee intraarticular injection",3530,1,"20230410","20230410"
"002516","	RT knee as LM partial menisectomy",3530,1,"20220819","20220819"
"002516","	RT knee hemarthrosis irrigation and removal",3530,1,"20230723","20230723"
"002516","	RT knee metal remove",3530,1,"20220919","20220919"
"002516","	RT shoulder  ORIF c  S pin
Rt shoulder muscle repair",3530,1,"20230102","20230102"
"002516","	RT shoulder A/S acromioplasty
Rt shoulder synovectomy ant capsule release",3530,1,"20230712","20230712"
"002516","	RT shoulder OR pinning
Rt shoulder muscle repair",3530,1,"20230501","20230501"
"002516","	RT shoulder arthrography",3530,1,"20230712","20230712"
"002516","	RT shoulrer arthrography",3530,1,"20221227","20221227"
"002516","	RT thumb OR pinning
EXT tendon repair",3530,1,"20230331","20230331"
"002516","	RT thumb a1 Pulley release",3530,1,"20220928","20220928"
"002516","	RT thumb trigger relrase",3530,1,"20230306","20230306"
"002516","	RT tiaib I&D",3530,1,"20230626","20230626"
"002516","	RT tibia OR IF  c flexible nail",3530,1,"20230215","20230215"
"002516","	RT tibia flexible nail",3530,1,"20221117","20221117"
"002516","	RT tibia metal remove",3530,1,"20230124","20230124"
"002516","	RT toe OR pinning",3530,1,"20230518","20230518"
"002516","	RT toe nail bed and nail repair",3530,1,"20221101","20221101"
"002516","	RT trigger finger",3530,1,"20230607","20230607"
"002516","	RT trigger thumb releasa",3530,1,"20221227","20221227"
"002516","	RT trigger thumb release",3530,1,"20230224","20230224"
"002516","	RT wrist  tenorrhaphy and venorrhaphy",3530,1,"20230614","20230614"
"002516","	RT wrist OR IF
Rt wrist lig repair",3530,1,"20230728","20230728"
"002516","	RT wrist OR IF c plate screw",3530,1,"20221214","20221214"
"002516","	RT wrist OR pinning
wrist lig repair",3530,1,"20230330","20230330"
"002516","	RT wrist OR/IF c Plate screw",3530,1,"20221219","20221219"
"002516","	RT wrist ORIF c k  (radius and ulnar)",3530,1,"20230327","20230327"
"002516","	RT wrist ganglion excision",3530,1,"20230313","20230313"
"002516","	RT wrist or if plate",3530,1,"20220408","20220408"
"002516","	RT wrist pinning",3530,1,"20220412","20220412"
"002516","	RT5th toe OR pinning",3530,1,"20211203","20211203"
"002516","	Root block L4 BOTH
ROOT BLOCK L5 rT
Caudal block",3530,1,"20220412","20220412"
"002516","	Root block and caudal block",3530,1,"20200722","20200722"
"002516","	Rt   2nd finger arteriorrhaphy and neurorrhaphy",3530,1,"20220121","20220121"
"002516","	Rt  2nd MCP joint OR pinning",3530,1,"20210625","20210625"
"002516","	Rt  2nd finger FB REMOVE",3530,1,"20210125","20210125"
"002516","	Rt  2nd finger FB remove",3530,1,"20191230","20191230"
"002516","	Rt  2nd finger wd debriment",3530,1,"20210514","20210514"
"002516","	Rt  2nd finger wd exp",3530,1,"20210225","20210225"
"002516","	Rt  2nd finger wd replantation",3530,1,"20210514","20210514"
"002516","	Rt  3,4 th finger trigger finger release",3530,1,"20200708","20200708"
"002516","	Rt  3rd 4th  finger trigger finger release",3530,1,"20210125","20210125"
"002516","	Rt  3rd finger  arteriorrhaphy neurorrhaphy",3530,1,"20210227","20210227"
"002516","	Rt  3rd finger  wd exp",3530,1,"20210102","20210102"
"002516","	Rt  3rd finger Arteriorrhaphy and neurorrhaphy",3530,1,"20201022","20201022"
"002516","	Rt  3rd finger arteriorrhaphy neurorrhaphy",3530,1,"20210409","20210409"
"002516","	Rt  3rd finger deep lac  wd exp",3530,1,"20210826","20210826"
"002516","	Rt  3rd finger mass excision",3530,1,"20210104","20210104"
"002516","	Rt  3rd finger neurorrhaphy
ateriorrhaphy and pinning",3530,1,"20200618","20200618"
"002516","	Rt  3rd toe mass excision",3530,1,"20201030","20201030"
"002516","	Rt  4th cr pinning",3530,1,"20210322","20210322"
"002516","	RT 3th toe pinning
Rt 3rd toe ext tendon and lig repair",3530,1,"20230119","20230119"
"002516","	RT 4TH FOOT OR PNINNING",3530,1,"20211116","20211116"
"002516","	RT 4th finger ORIF c k
ext tendon tenorrhaphy",3530,1,"20220831","20220831"
"002516","	RT 4th toe OR pinning
Rt 4th toe tendon repair",3530,1,"20230629","20230629"
"002516","	RT 5TH FINGER  Arteriorrhaphy and venorrhaphy",3530,1,"20201103","20201103"
"002516","	RT 5th OR pinning of PP  physis
Rt 5th CR pinning of MT Neck and head
Rt 5th ext tendon  repair",3530,1,"20230516","20230516"
"002516","	RT 5th Toe OR pinnig",3530,1,"20220902","20220902"
"002516","	RT 5th finger CR pinning and collateral lig repair",3530,1,"20210106","20210106"
"002516","	RT 5th finger OR pinning
Rt 5th finger LIG tendon repair",3530,1,"20230428","20230428"
"002516","	RT 5th finger ORIF c k-wire
tenorrhaphy
neurorrhpahy  arteriorrhaphy",3530,1,"20210326","20210326"
"002516","	RT 5th finger pip joint  lig repair
and pinning
ext tendon repair",3530,1,"20230629","20230629"
"002516","	RT 5th toe OR pinning
Rt 5th Toe EXT tendon repair",3530,1,"20230613","20230613"
"002516","	RT 5th toe OR pinning
Rt 5th ext tendon repair",3530,1,"20230406","20230406"
"002516","	RT 5th toe OR pinning",3530,1,"20220623","20220623"
"002516","	RT CTS release",3530,1,"20220415","20220415"
"002516","	RT ELBOW OR PINNING
Rt elbow muscle repair",3530,1,"20221123","20221123"
"002516","	RT ELBOW OR/IF  K-WIRE",3530,1,"20200915","20200915"
"002516","	RT FOOT  i and d ,  debridement (2 부위)",3530,1,"20201207","20201207"
"002516","	RT FOOT OR PINNING",3530,1,"20220120","20220120"
"002516","	RT FOREARM OR/IF C PLATE",3530,1,"20201125","20201125"
"002516","	RT GREAT TOE OR PINNING",3530,1,"20220222","20220222"
"002516","	RT HAND  METAL REMOVE",3530,1,"20190216","20190216"
"002516","	RT HAND METAL REMOVE",3530,1,"20201110","20201110"
"002516","	RT OR humerus pinning
rT shoulder muscle repair",3530,1,"20230520","20230520"
"002516","	RT Shoulder CR and brace",3530,1,"20220920","20220920"
"002516","	RT WRIST MASS EXCISION
wd  repair",3530,1,"20201224","20201224"
"002516","	RT WRIST or PINNING",3530,1,"20220320","20220320"
"002516","	RT ankle  tibiofibular  OR IF c  spin
ORIF c k wire fibular
ANKLE LIG REPAIR",3530,1,"20230724","20230724"
"002516","	RT ankle Local flap",3530,1,"20221003","20221003"
"002516","	RT ankle MBO
Rt ankle Lateral mass excision",3530,1,"20230407","20230407"
"002516","	RT ankle MBO and Syndemosis screw fixation",3530,1,"20230102","20230102"
"002516","	RT ankle OR IF screw
syndesmosis screw insertion",3530,1,"20221116","20221116"
"002516","	RT ankle OR pinning
Rt ankle lateral lig repair",3530,1,"20230523","20230523"
"002516","	RT ankle distal fibular or pinning
Rt  ankle ATFL repair",3530,1,"20230404","20230404"
"002516","	RT ankle loose body remove ( osteotomy)
Rt ankle ATFL CFL reconstruction",3530,1,"20230407","20230407"
"002516","	RT ankle mbo",3530,1,"20230508","20230508"
"002516","	RT ankle or pinning
Rt ankle ATFL CFL REPAIR",3530,1,"20221116","20221116"
"002516","	RT big toe winograd procedure",3530,1,"20220618","20220618"
"002516","	RT clavicle OR IF c plate screw
Shoulder muscle myorrhaphy",3530,1,"20221222","20221222"
"002516","	RT cr cast / LT or pinning",3530,1,"20220901","20220901"
"002516","	RT elbow  OR pinning",3530,1,"20230425","20230425"
"002516","	RT elbow CR cast",3530,1,"20230619","20230619"
"002516","	RT elbow OR pinning
rT elbow m and lig repair",3530,1,"20230630","20230630"
"002516","	RT elbow OR pinning
Rt elbow Lig repair",3530,1,"20230511","20230511"
"002516","	RT elbow OR pinning
Rt elbow Lateral lig repair",3530,1,"20230102","20230102"
"002516","	RT elbow OR pinning
Rt elbow Lig repair",3530,1,"20230416","20230416"
"002516","	RT elbow or if k",3530,1,"20220405","20220405"
"002516","	RT elbow or pinning
Rt elbow Lateral muscle and lig repair",3530,1,"20221220","20221220"
"002516","	RT elbow pinning",3530,1,"20220701","20220701"
"002516","	RT foot  fasciotomy
Rt 5th MT ORIF c  k
Rt 4th MT CR pinning",3530,1,"20230619","20230619"
"002516","	RT foot  tenorrhaphy
Rt wd repair",3530,1,"20230619","20230619"
"002516","	RT foot OR pinning
Rt 5th Toe Ext tendon repair",3530,1,"20230717","20230717"
"002516","	RT foot OR pinning
Rt foot lig repair",3530,1,"20230728","20230728"
"002516","	RT foot OR pinning 1st 2nd 3rd MT
Rt plantar fasciotomy",3530,1,"20230516","20230516"
"002516","	RT foot OR pinning 4TH 5TH MT neck and head
ext tendon tenorrhaphy",3530,1,"20230617","20230617"
"002516","	RT foot mass excision",3530,1,"20220207","20220207"
"002516","	RT foot wd debridement repair",3530,1,"20230516","20230516"
"002516","	RT forearm (OR/IF flexible nail)
CR of distal ulnar fx",3530,1,"20230421","20230421"
"002516","	RT forearm OR IF flexible nail
Rt forearm m repair",3530,1,"20230419","20230419"
"002516","	RT forearm ORIF c flexible nail
Rt forearm muscle repair",3530,1,"20221129","20221129"
"002516","	RT forearm ORIF c flexible nail",3530,1,"20230502","20230502"
"002516","	RT grate toe ingrowing nail x2",3530,1,"20221220","20221220"
"002516","	RT great toe OR PINNING",3530,1,"20210317","20210317"
"002516","	ORIF c plate screw
ORIF c tension band wire",3530,1,"20201214","20201214"
"002516","	ORIF c plate screw
debridement and suture",3530,1,"20200425","20200425"
"002516","	ORIF c plate screw
radial head arthroplasty
LCL reconstruction",3530,1,"20211030","20211030"
"002516","	ORIF c plate screw
syndemosis fixation",3530,1,"20221214","20221214"
"002516","	ORIF c plate screw
syndesmosis screw insertion",3530,1,"20200919","20200919"
"002516","	ORIF c plate screw  , syndemosis screw insertion",3530,1,"20220826","20220826"
"002516","	ORIF c plate screw  Lt ankle",3530,1,"20200612","20200612"
"002516","	ORIF c plate screw  and tension band wire
syndesmosis screw insertion",3530,1,"20190707","20190707"
"002516","	ORIF c plate screw rush pin  Rt wrist",3530,1,"20200603","20200603"
"002516","	ORIF c plate scrwe
syndesmosis crew insertion",3530,1,"20191204","20191204"
"002516","	ORIF c s pin and k wire Lt ankle",3530,1,"20220310","20220310"
"002516","	ORIF c screw, 4.0 cannulated screw Rt ankle
ORIF c k-wire  Lt foot",3530,1,"20200608","20200608"
"002516","	ORIF c spin
Rt shoulder muscle repair",3530,1,"20230204","20230204"
"002516","	ORIF c tension band wire
Syndemosis recon by tight rope
ATFL CFL recon",3530,1,"20211206","20211206"
"002516","	ORIF c tension band wire and cannulated screw",3530,1,"20201202","20201202"
"002516","	ORIF c tension band wire plate screw
triceps tendon repair",3530,1,"20230327","20230327"
"002516","	ORIF c tension band wire(lt knee)",3530,1,"20210306","20210306"
"002516","	ORIF c. flexible. nail",3530,1,"20230423","20230423"
"002516","	ORIF c.k
syndesmosis fixation
wd debridement",3530,1,"20230501","20230501"
"002516","	ORIF ck",3530,1,"20220725","20220725"
"002516","	ORIF flexible nail(rt forearm)",3530,1,"20200601","20200601"
"002516","	ORIF k-wire
tenorrhaphy
arteriorrhahpy
neurorrhaphy",3530,1,"20200511","20200511"
"002516","	ORIF k-wire Rt thumb",3530,1,"20200718","20200718"
"002516","	ORIF k-wire(RT elbow)",3530,1,"20200601","20200601"
"002516","	ORIF plate(Lt.wrist)",3530,1,"20210108","20210108"
"002516","	ORIF with F.nail",3530,1,"20210212","20210212"
"002516","	ORIF with plate",3530,1,"20181101","20181101"
"002516","	ORIF with plate (Lt tibia)",3530,1,"20210822","20210822"
"002516","	ORIF wrist both",3530,1,"20210926","20210926"
"002516","	ORIF( Rt elbow)",3530,1,"20220921","20220921"
"002516","	ORIF(Lt.humerus)  c k
Myorrhapy and lig repair",3530,1,"20230606","20230606"
"002516","	ORIF(Lt.wrist) c plate screw",3530,1,"20230723","20230723"
"002516","	ORIF(RT PFNA)",3530,1,"20211120","20211120"
"002516","	ORIF(Rt 5th toe)",3530,1,"20220522","20220522"
"002516","	ORIF(Rt wrist)  distal radioulnar",3530,1,"20220822","20220822"
"002516","	ORIF(Rt.elbow)",3530,1,"20210425","20210425"
"002516","	ORIF(rt foot)",3530,1,"20220130","20220130"
"002516","	ORIF. c. plate(Rt wrist)",3530,1,"20221128","20221128"
"002516","	ORIFc plate screw",3530,1,"20210608","20210608"
"002516","	Open reduction and  LCL reconstruction
loose body remove",3530,1,"20201112","20201112"
"002516","	Open reduction and internal fixation, Lt. with multiple pinning
OR/IF c cannulated screw , Plate screw",3530,1,"20190128","20190128"
"002516","	Or pinning lT 5th finger
lig repair",3530,1,"20221125","20221125"
"002516","	PB remove(both hand,Lt lower leg )multiple",3530,1,"20210602","20210602"
"002516","	PB remove(lt thumb)",3530,1,"20210607","20210607"
"002516","	PIN REMOVE AND  FLAP REPAIR",3530,1,"20191004","20191004"
"002516","	PMCO + AKIN + Mcbride procedure foot Lt
osteotomy (1ST MT HEAD)",3530,1,"20230801","20230801"
"002516","	Pinning",3530,1,"20210104","20210104"
"002516","	Pinning and Tenorrhapht and neurorrhaphy arteriorrhaphy
Rt forearm myorrhaphy",3530,1,"20211021","20211021"
"002516","	Pinning and tenorrhaphy and neurorrhaphy",3530,1,"20210710","20210710"
"002516","	RC repair
acromioplasty",3530,1,"20200205","20200205"
"002516","	RT  5th finger pinning
Rt 5th finger lig repair",3530,1,"20230121","20230121"
"002516","	RT  ankle OR pinning
Rt ankle lateral lig repair",3530,1,"20221119","20221119"
"002516","	RT  elbow pinning",3530,1,"20220706","20220706"
"002516","	RT  forearm METAL REMOVE",3530,1,"20200929","20200929"
"002516","	RT 1ST mc base cr pinning
Rt hand 2nd tenorrhaphy",3530,1,"20221125","20221125"
"002516","	RT 1st toe OR pinning
Tenorrhaphy",3530,1,"20230424","20230424"
"002516","	RT 2.3.4  OR  pinning
Rt 4th finger Nail and nail bed repair",3530,1,"20230206","20230206"
"002516","	RT 2ND FINGER OR IF K-WIRE
Rt 2nd finger flexor tendon tenorrhaphy
Neurorrhaphy and arteriorrhaphy",3530,1,"20200915","20200915"
"002516","	RT 2nd TOE OR PINNING",3530,1,"20210312","20210312"
"002516","	RT 2nd finger ORIF c k",3530,1,"20220927","20220927"
"002516","	RT 2nd finger mass excision",3530,1,"20230420","20230420"
"002516","	RT 2nd toe orif C K
Nail bed and nail repair",3530,1,"20220413","20220413"
"002516","	RT 3TH FINGER METAL REMOVE",3530,1,"20201013","20201013"
"002516","	ORIF by K-wire",3530,1,"20190308","20190308"
"002516","	ORIF c  K wire",3530,1,"20220614","20220614"
"002516","	ORIF c  PFNA Rt hip",3530,1,"20220502","20220502"
"002516","	ORIF c  S pin Lt shoulder",3530,1,"20200905","20200905"
"002516","	ORIF c 6.5 cannulated  screw",3530,1,"20210714","20210714"
"002516","	ORIF c Flexible nail",3530,1,"20191017","20191017"
"002516","	ORIF c IM nail",3530,1,"20200330","20200330"
"002516","	ORIF c K wire  (radius and ulnar)",3530,1,"20210912","20210912"
"002516","	ORIF c K-wire",3530,1,"20210618","20210618"
"002516","	ORIF c PFNA",3530,1,"20220627","20220627"
"002516","	ORIF c PFNA (Lt.femur)",3530,1,"20210724","20210724"
"002516","	ORIF c S pin
Lt knee Muscle repair",3530,1,"20230219","20230219"
"002516","	ORIF c cannulated screw
syndesmosis reconstruction by tight roop",3530,1,"20210907","20210907"
"002516","	ORIF c cannulated screw
myorrhaphy",3530,1,"20220208","20220208"
"002516","	ORIF c cannulated screw or k-wire Lt foot",3530,1,"20201124","20201124"
